Employee_ID,Age,Industry,Years_of_Experience,Work_Location,Hours_Worked_Per_Week,Number_of_Virtual_Meetings,Work_Life_Balance_Rating,Stress_Level,Company_Support_for_Remote_Work,Physical_Activity,Sleep_Quality
EMP0365,56,Consulting,23,Hybrid,28,9,1,Low,2,Daily,Poor
EMP0366,33,IT,12,Hybrid,22,6,4,Medium,2,Weekly,Poor
EMP0367,45,Manufacturing,28,Onsite,53,2,5,Medium,2,None,Poor
EMP0368,55,IT,32,Hybrid,33,11,2,Medium,1,Daily,Good
EMP0369,39,Manufacturing,33,Remote,34,5,1,High,2,Daily,Good
EMP0370,58,Education,2,Remote,50,0,4,Low,5,Daily,Good
EMP0371,41,Healthcare,33,Onsite,28,1,1,Medium,5,None,Average
EMP0372,57,Healthcare,16,Onsite,51,7,4,Medium,4,Weekly,Good
EMP0373,31,Education,12,Remote,35,0,5,High,4,None,Good
EMP0374,34,Healthcare,25,Remote,39,8,3,Medium,2,Weekly,Average
EMP0375,39,Healthcare,8,Hybrid,58,14,1,High,3,Daily,Poor
EMP0376,29,IT,26,Hybrid,34,3,3,Low,2,Daily,Good
EMP0377,31,IT,7,Hybrid,48,4,1,Medium,4,None,Poor
EMP0378,30,Healthcare,2,Remote,52,0,5,High,5,Daily,Good
EMP0379,53,Healthcare,35,Remote,59,8,5,High,1,Daily,Good
EMP0380,27,Consulting,15,Remote,32,14,2,High,1,None,Poor
EMP0381,39,Education,28,Remote,41,4,3,Medium,2,Daily,Average
EMP0382,59,Education,18,Remote,34,14,2,Medium,4,Weekly,Poor
EMP0383,58,Consulting,10,Hybrid,41,8,3,Low,2,Daily,Average
EMP0384,28,Education,5,Remote,55,9,3,Medium,4,None,Poor
EMP0385,56,IT,27,Remote,50,8,2,High,4,None,Poor
EMP0386,31,Healthcare,4,Remote,25,9,1,High,2,Weekly,Average
EMP0387,28,Consulting,32,Onsite,21,12,3,Medium,5,None,Average
EMP0388,46,Finance,20,Hybrid,44,11,5,High,3,Daily,Poor
EMP0389,32,Consulting,18,Remote,28,0,5,High,3,Weekly,Good
EMP0390,37,Retail,31,Onsite,54,8,5,Medium,1,Weekly,Poor
EMP0391,50,Consulting,9,Hybrid,55,12,3,Medium,3,None,Average
EMP0392,55,Retail,29,Remote,26,10,5,Medium,1,Weekly,Good
EMP0393,45,Retail,17,Onsite,41,7,5,Low,4,Daily,Average
EMP0394,50,Healthcare,31,Onsite,50,4,4,Low,5,None,Poor
EMP0395,43,Finance,3,Hybrid,55,12,2,Medium,5,Weekly,Average
EMP0396,39,Healthcare,20,Hybrid,22,2,3,Medium,5,Weekly,Good
EMP0397,30,Consulting,9,Hybrid,33,11,5,Low,1,Daily,Average
EMP0398,36,Retail,4,Hybrid,21,4,1,High,1,None,Poor
EMP0399,58,Manufacturing,17,Hybrid,28,13,2,Medium,5,Daily,Good
EMP0400,53,Healthcare,34,Remote,22,6,5,High,3,Weekly,Good
EMP0401,56,IT,13,Remote,58,14,4,High,2,Daily,Poor
EMP0402,57,Consulting,19,Remote,39,0,4,Low,1,Daily,Average
EMP0403,58,Finance,8,Onsite,35,15,2,Low,2,Weekly,Poor
EMP0404,57,Healthcare,22,Hybrid,56,3,3,High,1,Weekly,Poor
EMP0405,46,Consulting,14,Remote,29,13,4,Medium,1,Daily,Average
EMP0406,42,Manufacturing,33,Hybrid,24,0,4,High,1,None,Good
EMP0407,24,Healthcare,30,Onsite,60,4,3,High,3,None,Average
EMP0408,53,Retail,10,Remote,31,9,4,Low,1,Daily,Poor
EMP0409,24,Finance,35,Remote,50,10,1,Low,5,Weekly,Poor
EMP0410,30,Consulting,20,Remote,27,14,2,Medium,3,Weekly,Good
EMP0411,22,Healthcare,6,Remote,43,3,2,Medium,4,Daily,Good
EMP0412,28,Retail,22,Hybrid,30,3,5,Medium,2,Daily,Good
EMP0413,52,Education,25,Onsite,26,15,1,Medium,3,None,Average
EMP0414,47,Manufacturing,21,Onsite,47,7,1,Medium,1,Weekly,Average
EMP0415,30,Manufacturing,14,Onsite,56,14,3,Medium,5,Daily,Poor
EMP0416,52,Healthcare,26,Hybrid,30,15,4,Low,5,None,Poor
EMP0417,25,Healthcare,9,Hybrid,26,12,4,High,3,Daily,Good
EMP0418,50,Consulting,22,Onsite,47,10,2,Medium,5,Daily,Poor
EMP0419,60,Education,34,Remote,38,7,4,High,4,Weekly,Good
EMP0420,48,IT,30,Hybrid,49,0,2,Medium,1,Daily,Poor
EMP0421,28,IT,32,Remote,49,0,1,Medium,2,Weekly,Poor
EMP0422,23,Finance,5,Remote,37,11,1,Medium,3,None,Good
EMP0423,26,Education,21,Hybrid,24,13,2,High,4,None,Average
EMP0424,27,Consulting,32,Hybrid,53,0,5,Medium,1,Daily,Poor
EMP0425,52,Finance,30,Remote,33,14,2,Medium,5,Weekly,Good
EMP0426,32,Consulting,28,Onsite,41,13,1,Medium,1,Daily,Average
EMP0427,23,Finance,4,Remote,31,15,2,Low,3,Weekly,Average
EMP0428,41,IT,19,Onsite,29,4,4,Low,5,None,Average
EMP0429,33,IT,25,Hybrid,33,7,1,High,1,Daily,Average
EMP0430,37,Consulting,9,Remote,58,8,5,High,5,Daily,Poor
EMP0431,33,Consulting,10,Hybrid,42,12,3,High,2,None,Average
EMP0432,28,Finance,26,Hybrid,23,15,3,High,1,Daily,Poor
EMP0433,57,Consulting,26,Hybrid,28,4,5,High,2,Weekly,Poor
EMP0434,45,Finance,11,Hybrid,41,10,2,Low,1,None,Poor
EMP0435,50,Consulting,25,Onsite,33,9,5,High,2,Daily,Poor
EMP0436,53,Healthcare,3,Hybrid,46,13,2,Medium,3,Daily,Good
EMP0437,58,Healthcare,29,Remote,25,9,4,High,1,Weekly,Good
EMP0438,48,Education,7,Onsite,55,1,2,Medium,1,Weekly,Good
EMP0439,42,Manufacturing,28,Onsite,53,4,4,High,3,Daily,Average
EMP0440,22,Retail,7,Onsite,47,10,1,Medium,1,None,Average
EMP0441,23,Retail,34,Hybrid,35,14,2,Low,4,Daily,Good
EMP0442,59,Finance,3,Hybrid,39,8,4,Low,5,Weekly,Poor
EMP0443,50,Consulting,24,Hybrid,34,12,1,High,5,None,Average
EMP0444,27,Retail,7,Hybrid,27,9,5,High,1,Weekly,Poor
EMP0445,25,Retail,18,Remote,22,4,3,Low,4,None,Poor
EMP0446,52,Healthcare,33,Onsite,48,1,2,Low,1,Daily,Good
EMP0447,37,Healthcare,28,Remote,52,3,5,Low,3,Daily,Poor
EMP0448,22,Retail,2,Onsite,40,5,3,Medium,2,Weekly,Poor
EMP0449,51,Finance,22,Hybrid,41,7,1,Low,5,None,Average
EMP0450,57,IT,8,Hybrid,56,15,1,High,4,None,Poor
EMP0451,58,Manufacturing,32,Onsite,57,9,5,Low,5,Weekly,Good
EMP0452,32,Finance,21,Remote,36,5,3,High,5,Daily,Good
EMP0453,41,Finance,15,Hybrid,32,5,4,Low,1,Daily,Average
EMP0454,36,Education,10,Remote,32,7,4,Medium,3,Weekly,Good
EMP0455,51,Manufacturing,2,Remote,58,14,3,Low,4,None,Average
EMP0456,60,Retail,10,Remote,59,15,4,Low,1,Daily,Poor
EMP0457,34,Healthcare,28,Onsite,22,3,3,Medium,5,Weekly,Poor
EMP0458,33,Manufacturing,27,Remote,49,10,2,Medium,3,None,Average
EMP0459,53,Consulting,1,Onsite,42,14,3,High,3,Daily,Poor
EMP0460,53,Retail,7,Onsite,20,5,5,Low,3,None,Average
EMP0461,40,IT,12,Remote,22,5,2,Medium,2,None,Poor
EMP0462,36,Manufacturing,28,Hybrid,48,1,5,Medium,2,None,Good
EMP0463,54,Healthcare,27,Remote,20,1,1,High,3,None,Average
EMP0464,41,IT,19,Hybrid,24,8,3,Low,5,Daily,Poor
EMP0465,55,Consulting,15,Hybrid,22,9,4,High,2,None,Poor
EMP0466,34,Finance,19,Onsite,58,4,1,High,2,None,Average
EMP0467,43,IT,17,Hybrid,58,2,2,Medium,2,None,Average
EMP0468,37,IT,26,Hybrid,27,9,1,Medium,1,Weekly,Poor
EMP0469,37,Education,14,Hybrid,40,13,1,Low,1,Weekly,Average
EMP0470,57,Finance,1,Hybrid,24,14,4,Low,3,Daily,Poor
EMP0471,33,IT,26,Onsite,43,7,2,Low,2,Daily,Good
EMP0472,51,Manufacturing,14,Remote,50,9,2,High,2,Daily,Average
EMP0473,50,Manufacturing,17,Remote,30,14,3,Medium,1,Weekly,Average
EMP0474,35,Consulting,26,Hybrid,35,15,2,Medium,2,None,Poor
EMP0475,40,Education,33,Remote,37,13,2,Low,5,None,Poor
EMP0476,53,Retail,7,Onsite,51,9,3,Low,5,Weekly,Poor
EMP0477,32,Manufacturing,5,Onsite,54,11,2,Low,4,Daily,Average
EMP0478,56,Retail,25,Remote,58,15,4,High,2,None,Good
EMP0479,55,Finance,3,Onsite,36,1,1,Low,5,None,Good
EMP0480,49,Retail,2,Onsite,53,10,4,Low,1,Weekly,Poor
EMP0481,23,Retail,13,Hybrid,56,12,2,High,5,Daily,Average
EMP0482,38,Retail,8,Hybrid,27,4,2,Medium,1,Weekly,Poor
EMP0483,23,Education,16,Remote,20,11,3,Medium,3,Weekly,Poor
EMP0484,29,Education,21,Remote,25,14,2,Low,3,Weekly,Average
EMP0485,24,Consulting,20,Remote,33,14,1,Low,5,None,Average
EMP0486,58,Finance,12,Onsite,35,5,5,Low,2,Weekly,Poor
EMP0487,42,Manufacturing,1,Hybrid,34,4,1,Low,4,Weekly,Good
EMP0488,42,Healthcare,32,Onsite,21,5,1,Low,4,None,Poor
EMP0489,39,Healthcare,22,Remote,21,2,3,Low,1,Daily,Poor
EMP0490,45,Healthcare,23,Onsite,29,8,5,Medium,3,None,Good
EMP0491,53,IT,27,Onsite,33,5,2,High,5,None,Good
EMP0492,43,Finance,10,Hybrid,42,11,4,High,3,Weekly,Poor
EMP0493,24,Education,23,Onsite,38,7,1,Medium,3,Weekly,Average
EMP0494,44,Finance,24,Remote,40,4,1,High,5,None,Average
EMP0495,39,Education,16,Remote,24,4,4,Medium,5,Daily,Good
EMP0496,40,Retail,19,Hybrid,28,4,2,Low,2,None,Average
EMP0497,41,Education,14,Hybrid,57,7,4,Medium,3,Weekly,Good
EMP0498,23,Finance,23,Remote,41,13,4,Low,2,Daily,Good
EMP0499,53,Retail,14,Onsite,40,13,4,Low,5,Daily,Poor
EMP0500,52,Retail,10,Onsite,47,3,3,Medium,3,Daily,Average
EMP0501,58,Consulting,7,Onsite,53,2,5,Low,1,None,Good
EMP0502,56,Retail,25,Hybrid,27,13,1,High,5,Weekly,Average
EMP0503,34,Consulting,21,Hybrid,33,13,3,High,2,None,Average
EMP0504,36,Healthcare,22,Hybrid,50,3,3,Low,5,Daily,Average
EMP0505,50,Retail,29,Remote,40,5,3,Low,4,Daily,Average
EMP0506,41,Education,14,Remote,56,8,4,Medium,4,Daily,Average
EMP0507,27,Healthcare,17,Remote,29,15,1,Low,5,None,Poor
EMP0508,40,Consulting,18,Remote,27,1,1,Medium,2,None,Average
EMP0509,33,Education,27,Onsite,55,11,1,Medium,5,Daily,Good
EMP0510,45,Finance,10,Remote,28,14,2,Medium,1,Weekly,Poor
EMP0511,39,Manufacturing,5,Remote,59,12,4,Low,4,Weekly,Poor
EMP0512,34,Education,23,Hybrid,40,1,2,High,5,Daily,Average
EMP0513,40,IT,27,Onsite,38,13,3,Low,5,Daily,Average
EMP0514,49,Education,6,Remote,37,13,4,Medium,3,None,Good
EMP0515,35,IT,32,Remote,36,0,1,Medium,5,None,Average
EMP0516,43,Finance,20,Remote,55,11,1,Low,5,None,Poor
EMP0517,59,IT,32,Remote,47,10,2,Low,3,Daily,Good
EMP0518,60,Healthcare,8,Onsite,51,14,4,Medium,5,Weekly,Good
EMP0519,42,Retail,29,Hybrid,42,14,5,Low,4,Weekly,Poor
EMP0520,42,Consulting,22,Hybrid,45,6,3,High,4,Daily,Average
EMP0521,37,Finance,8,Hybrid,46,4,5,Low,3,Daily,Poor
EMP0522,60,Finance,33,Hybrid,60,0,1,Medium,4,Daily,Average
EMP0523,33,Retail,6,Onsite,45,2,3,Medium,5,Daily,Good
EMP0524,60,Consulting,6,Hybrid,33,11,2,Medium,3,Weekly,Poor
EMP0525,58,Retail,9,Onsite,44,2,2,Medium,4,None,Average
EMP0526,25,Finance,10,Remote,24,0,2,Low,1,Weekly,Poor
EMP0527,30,Consulting,26,Hybrid,28,4,3,High,5,Weekly,Good
EMP0528,28,Healthcare,14,Hybrid,56,1,3,Medium,3,Weekly,Good
EMP0529,28,IT,5,Onsite,22,5,2,Medium,1,Daily,Poor
EMP0530,23,Retail,15,Onsite,34,4,3,High,5,Weekly,Average
EMP0531,36,Retail,14,Onsite,34,1,3,High,3,Daily,Good
EMP0532,50,Retail,16,Hybrid,55,8,1,High,5,Daily,Poor
EMP0533,57,IT,35,Onsite,20,15,3,Medium,5,None,Poor
EMP0534,44,Healthcare,25,Onsite,53,7,3,Low,1,None,Average
EMP0535,24,Healthcare,2,Hybrid,31,3,5,High,5,Daily,Average
EMP0536,39,Education,32,Hybrid,51,10,1,High,4,Weekly,Poor
EMP0537,57,IT,28,Hybrid,33,3,5,Medium,1,Daily,Average
EMP0538,45,Retail,12,Hybrid,46,0,3,Medium,3,Daily,Poor
EMP0539,35,Retail,14,Onsite,32,4,3,Low,3,None,Good
EMP0540,59,Healthcare,27,Remote,25,11,4,High,1,Daily,Average
EMP0541,58,Retail,1,Hybrid,43,14,2,High,4,Daily,Poor
EMP0542,48,Education,30,Remote,42,1,4,Medium,3,Weekly,Average
EMP0543,55,Healthcare,8,Remote,49,10,5,Medium,5,Weekly,Good
EMP0544,60,IT,11,Hybrid,50,2,3,Medium,5,None,Average
EMP0545,60,Finance,20,Onsite,44,6,1,Low,3,Daily,Poor
EMP0546,23,IT,23,Remote,32,6,4,Low,2,Weekly,Good
EMP0547,28,Education,32,Hybrid,51,3,3,Medium,5,None,Poor
EMP0548,49,IT,5,Hybrid,51,6,3,Medium,5,Weekly,Average
EMP0549,45,Retail,18,Remote,55,8,4,Medium,4,None,Average
EMP0550,22,Retail,35,Onsite,26,12,3,High,3,Daily,Poor
EMP0551,24,Manufacturing,20,Onsite,58,12,2,High,1,Daily,Good
EMP0552,39,Healthcare,28,Hybrid,44,6,3,High,1,Weekly,Poor
EMP0553,27,Manufacturing,29,Onsite,39,11,4,High,1,Daily,Poor
EMP0554,38,IT,26,Hybrid,39,0,4,High,3,Weekly,Good
EMP0555,50,Healthcare,18,Remote,45,1,5,Low,2,Weekly,Good
EMP0556,46,IT,4,Remote,57,13,4,High,5,Daily,Poor
EMP0557,46,Education,4,Onsite,48,4,1,Low,3,None,Good
EMP0558,28,Manufacturing,10,Hybrid,30,2,3,Low,3,None,Poor
EMP0559,53,Manufacturing,2,Remote,27,11,3,Medium,4,Weekly,Poor
EMP0560,34,Education,2,Hybrid,25,9,5,Medium,1,Weekly,Average
EMP0561,35,Finance,8,Hybrid,25,14,5,High,4,Daily,Poor
EMP0562,48,Retail,34,Onsite,39,9,2,Medium,4,Weekly,Good
EMP0563,25,Manufacturing,31,Hybrid,31,6,5,Low,5,Weekly,Good
EMP0564,54,Education,8,Remote,23,6,2,High,1,Weekly,Poor
EMP0565,37,IT,25,Hybrid,39,9,4,Low,1,None,Poor
EMP0566,33,Retail,18,Onsite,39,10,2,High,5,Daily,Good
EMP0567,24,Education,3,Remote,27,11,1,Medium,1,None,Poor
EMP0568,52,Finance,35,Hybrid,45,12,5,High,4,None,Average
EMP0569,22,Retail,26,Hybrid,23,0,5,High,4,None,Good
EMP0570,48,Retail,25,Remote,39,3,1,High,2,Daily,Good
EMP0571,48,Manufacturing,4,Onsite,27,6,2,High,2,Weekly,Average
EMP0572,47,Healthcare,17,Remote,27,8,3,Medium,3,Daily,Good
EMP0573,51,Education,11,Onsite,33,5,1,Medium,4,None,Good
EMP0574,52,Healthcare,19,Hybrid,44,8,2,Medium,1,None,Poor
EMP0575,41,Consulting,8,Remote,45,0,4,Medium,3,None,Good
EMP0576,28,Retail,23,Hybrid,46,6,2,Medium,4,None,Average
EMP0577,44,Retail,2,Hybrid,40,0,3,High,5,None,Good
EMP0578,50,Finance,12,Remote,25,10,4,High,4,Weekly,Average
EMP0579,43,Healthcare,35,Hybrid,29,4,3,Low,1,None,Poor
EMP0580,43,IT,18,Remote,22,13,4,Low,4,Weekly,Poor
EMP0581,29,Manufacturing,15,Onsite,27,3,5,High,5,Daily,Average
EMP0582,30,Manufacturing,23,Hybrid,59,2,5,Medium,3,Daily,Average
EMP0583,50,Finance,26,Remote,57,10,1,Medium,4,Weekly,Average
EMP0584,60,Retail,2,Hybrid,34,0,1,Medium,1,None,Poor
EMP0585,31,Retail,6,Hybrid,20,2,1,Low,4,None,Poor
EMP0586,43,Education,13,Onsite,20,5,3,Low,1,Daily,Good
EMP0587,58,Education,18,Remote,57,14,5,Low,2,Daily,Poor
EMP0588,56,Education,27,Hybrid,53,2,3,Low,2,Daily,Average
EMP0589,40,Finance,21,Remote,24,8,5,Medium,5,Weekly,Good
EMP0590,57,Healthcare,17,Hybrid,40,15,4,Low,2,Weekly,Average
EMP0591,31,Healthcare,6,Hybrid,49,11,5,Low,4,Daily,Average
EMP0592,35,Retail,8,Remote,44,14,3,Medium,5,Weekly,Average
EMP0593,32,IT,10,Remote,53,13,2,Medium,3,Daily,Good
EMP0594,31,Healthcare,30,Remote,28,0,5,High,3,None,Good
EMP0595,53,Manufacturing,3,Hybrid,53,7,1,High,3,Daily,Poor
EMP0596,42,Consulting,22,Hybrid,54,9,2,Medium,1,None,Good
EMP0597,35,IT,35,Remote,23,10,5,Low,5,Weekly,Good
EMP0598,58,Finance,19,Remote,45,12,4,High,4,Daily,Poor
EMP0599,26,Finance,12,Remote,59,5,5,Medium,3,Daily,Good
EMP0600,45,Retail,31,Hybrid,20,1,1,Low,5,Weekly,Poor
EMP0601,36,IT,22,Hybrid,26,11,1,Low,1,Daily,Good
EMP0602,25,Retail,34,Onsite,47,6,3,High,1,None,Poor
EMP0603,55,Healthcare,11,Onsite,37,3,1,Medium,1,Weekly,Poor
EMP0604,47,Retail,1,Hybrid,25,10,3,High,3,Weekly,Average
EMP0605,46,Retail,35,Hybrid,38,11,4,High,3,Weekly,Average
EMP0606,39,Education,9,Remote,23,0,1,High,4,Daily,Average
EMP0607,27,Retail,21,Hybrid,49,13,5,Low,4,None,Average
EMP0608,35,Healthcare,13,Onsite,44,6,3,High,2,None,Average
EMP0609,60,Education,10,Hybrid,34,13,3,High,1,Weekly,Good
EMP0610,33,Finance,13,Hybrid,36,2,5,Medium,5,Weekly,Good
EMP0611,45,Healthcare,30,Hybrid,44,15,4,High,3,Weekly,Poor
EMP0612,26,IT,6,Hybrid,27,10,3,Medium,1,Daily,Poor
EMP0613,25,Consulting,35,Remote,54,15,4,Medium,3,None,Average
EMP0614,57,Finance,8,Hybrid,46,9,2,High,4,None,Poor
EMP0615,38,Finance,20,Remote,60,11,4,Medium,3,Daily,Good
EMP0616,50,Retail,30,Hybrid,27,15,3,Medium,4,None,Poor
EMP0617,38,Healthcare,34,Onsite,45,7,1,Medium,2,None,Poor
EMP0618,56,Education,10,Remote,36,13,4,High,4,Weekly,Average
EMP0619,54,Retail,26,Onsite,42,14,2,Low,4,Daily,Average
EMP0620,27,Consulting,14,Onsite,27,1,5,High,4,Weekly,Poor
EMP0621,29,Education,21,Hybrid,28,5,3,High,3,None,Poor
EMP0622,34,IT,30,Remote,56,15,5,Low,1,Weekly,Poor
EMP0623,25,IT,11,Hybrid,22,11,5,Medium,5,None,Poor
EMP0624,35,Manufacturing,23,Hybrid,23,5,5,High,1,None,Good
EMP0625,48,Manufacturing,1,Remote,53,2,4,High,2,Weekly,Poor
EMP0626,28,Finance,20,Remote,38,6,1,Low,1,None,Poor
EMP0627,23,Finance,1,Onsite,47,8,2,Medium,3,None,Good
EMP0628,34,Consulting,31,Remote,51,14,1,Low,1,Daily,Good
EMP0629,53,Retail,28,Hybrid,48,6,1,High,3,Daily,Average
EMP0630,52,Healthcare,11,Hybrid,28,13,4,Low,4,None,Average
EMP0631,29,Healthcare,18,Onsite,49,14,5,Low,4,Weekly,Poor
EMP0632,53,Finance,13,Hybrid,56,1,2,Medium,4,None,Average
EMP0633,42,Finance,7,Remote,38,1,3,High,3,None,Poor
EMP0634,35,Healthcare,26,Onsite,46,0,3,Low,1,Weekly,Good
EMP0635,42,Healthcare,7,Hybrid,32,3,1,High,3,Daily,Average
EMP0636,45,Retail,16,Onsite,52,1,2,High,2,Daily,Average
EMP0637,24,Finance,16,Hybrid,48,13,1,Low,3,None,Good
EMP0638,40,Manufacturing,19,Remote,38,0,3,High,4,Weekly,Good
EMP0639,52,Finance,16,Hybrid,25,2,3,High,1,Daily,Good
EMP0640,55,Manufacturing,20,Hybrid,27,10,5,Low,2,None,Poor
EMP0641,38,Finance,31,Hybrid,28,3,2,High,5,None,Poor
EMP0642,50,Retail,15,Onsite,36,6,5,Low,1,Daily,Poor
EMP0643,36,Retail,31,Onsite,53,3,1,Medium,4,None,Poor
EMP0644,36,Education,20,Onsite,54,15,3,Medium,2,None,Good
EMP0645,34,IT,26,Hybrid,39,3,3,Medium,5,Weekly,Average
EMP0646,55,Consulting,16,Onsite,47,8,1,Medium,5,None,Average
EMP0647,37,Consulting,14,Hybrid,60,1,3,High,4,None,Good
EMP0648,39,Finance,29,Onsite,37,1,3,Low,4,Weekly,Good
EMP0649,41,IT,13,Remote,33,10,3,Low,5,Weekly,Good
EMP0650,58,Consulting,31,Onsite,27,13,5,Low,3,Weekly,Good
EMP0651,25,Consulting,1,Remote,39,6,4,Low,5,Daily,Average
EMP0652,26,Retail,9,Onsite,45,0,2,Medium,5,Weekly,Poor
EMP0653,23,Education,21,Remote,57,5,1,Low,4,Daily,Average
EMP0654,45,IT,5,Remote,27,9,3,High,5,Daily,Good
EMP0655,55,Retail,1,Hybrid,44,5,2,High,1,Weekly,Poor
EMP0656,23,Education,1,Remote,25,3,5,High,4,None,Average
EMP0657,27,Education,14,Hybrid,46,5,1,Medium,4,Daily,Good
EMP0658,33,Consulting,12,Remote,51,12,1,Low,2,None,Poor
EMP0659,54,Retail,32,Remote,55,5,5,Low,4,Weekly,Good
EMP0660,47,Retail,9,Onsite,54,14,4,High,3,Daily,Good
EMP0661,48,IT,3,Onsite,34,11,3,High,3,None,Poor
EMP0662,35,Retail,2,Hybrid,32,9,1,Low,1,None,Average
EMP0663,43,Retail,32,Remote,23,10,5,Low,5,Daily,Good
EMP0664,43,Retail,23,Remote,22,8,1,High,5,Daily,Good
EMP0665,46,Consulting,25,Onsite,36,2,1,High,3,Daily,Poor
EMP0666,38,Retail,29,Onsite,50,3,5,Low,1,Weekly,Poor
EMP0667,22,Retail,11,Hybrid,36,13,5,High,2,Weekly,Good
EMP0668,41,Finance,33,Remote,39,13,4,Medium,3,Weekly,Good
EMP0669,50,Education,31,Hybrid,32,15,5,Medium,4,Weekly,Good
EMP0670,50,Manufacturing,12,Hybrid,53,10,2,Low,2,Daily,Good
EMP0671,42,Education,5,Remote,57,12,5,Medium,4,Weekly,Good
EMP0672,22,Retail,27,Remote,25,12,4,High,2,Weekly,Poor
EMP0673,60,IT,6,Onsite,25,6,3,Medium,1,None,Poor
EMP0674,58,Manufacturing,2,Remote,25,7,2,Low,2,Weekly,Poor
EMP0675,32,IT,33,Remote,52,3,4,High,2,Daily,Poor
EMP0676,32,Manufacturing,6,Hybrid,44,15,2,Medium,2,Daily,Average
EMP0677,44,Healthcare,20,Remote,27,7,1,High,5,Daily,Average
EMP0678,42,Retail,30,Remote,37,15,2,Medium,3,Weekly,Poor
EMP0679,25,IT,33,Onsite,39,15,3,Medium,3,None,Average
EMP0680,43,Consulting,32,Hybrid,40,7,4,Medium,1,Weekly,Average
EMP0681,39,Finance,1,Hybrid,60,5,5,High,3,Daily,Poor
EMP0682,53,IT,10,Onsite,53,15,4,Medium,4,Daily,Average
EMP0683,30,Consulting,1,Onsite,35,8,5,Medium,4,None,Poor
EMP0684,40,Manufacturing,21,Onsite,44,0,4,Medium,2,None,Average
EMP0685,53,IT,28,Remote,60,5,1,Medium,2,None,Good
EMP0686,59,Finance,4,Onsite,27,14,2,High,4,None,Average
EMP0687,39,Healthcare,20,Remote,39,1,4,Low,2,Weekly,Good
EMP0688,57,IT,31,Remote,31,1,3,Low,1,Daily,Average
EMP0689,57,Education,11,Hybrid,25,0,4,High,2,Daily,Average
EMP0690,45,Education,5,Hybrid,21,10,1,Medium,4,Weekly,Good
EMP0691,31,Finance,16,Onsite,49,7,3,Medium,3,None,Good
EMP0692,44,Retail,6,Remote,54,10,3,Low,5,Daily,Poor
EMP0693,47,Finance,23,Hybrid,56,6,5,Medium,3,Daily,Average
EMP0694,54,Retail,16,Hybrid,57,6,5,Low,1,Daily,Average
EMP0695,48,Healthcare,18,Remote,43,1,3,Low,1,Weekly,Poor
EMP0696,58,Retail,3,Onsite,59,9,5,Medium,3,None,Poor
EMP0697,29,IT,29,Onsite,44,4,1,Medium,1,Weekly,Poor
EMP0698,43,Manufacturing,21,Hybrid,24,13,1,High,2,Weekly,Poor
EMP0699,53,Retail,17,Onsite,60,12,3,Medium,5,Daily,Good
EMP0700,43,Finance,12,Hybrid,28,6,3,High,5,Weekly,Good
EMP0701,47,Consulting,18,Onsite,42,15,3,Medium,3,Daily,Poor
EMP0702,26,Finance,25,Remote,26,9,2,High,3,None,Average
EMP0703,57,Healthcare,23,Onsite,28,12,1,Medium,1,Weekly,Poor
EMP0704,36,Manufacturing,1,Onsite,45,4,1,Medium,4,None,Average
EMP0705,26,IT,5,Remote,37,2,2,Low,3,None,Good
EMP0706,47,Retail,4,Remote,31,12,3,Low,2,None,Average
EMP0707,59,Consulting,7,Remote,22,10,2,Medium,4,None,Average
EMP0708,59,Consulting,35,Remote,48,0,4,Medium,1,Weekly,Average
EMP0709,40,Education,7,Onsite,55,9,3,Low,4,None,Average
EMP0710,31,IT,3,Onsite,60,15,4,High,1,None,Good
EMP0711,37,Education,14,Onsite,40,12,3,High,5,None,Average
EMP0712,54,Retail,8,Hybrid,30,9,4,Low,4,Daily,Poor
EMP0713,43,Finance,2,Hybrid,54,9,3,High,3,Weekly,Poor
EMP0714,24,IT,7,Remote,44,7,1,High,5,Daily,Poor
EMP0715,29,Manufacturing,19,Remote,43,5,5,Medium,5,None,Average
EMP0716,41,Consulting,11,Onsite,35,7,4,High,5,Daily,Good
EMP0717,51,Finance,7,Remote,27,0,1,High,3,None,Average
EMP0718,38,Healthcare,23,Onsite,57,14,3,Medium,1,Weekly,Average
EMP0719,56,Healthcare,4,Onsite,35,9,2,High,3,None,Poor
EMP0720,41,Consulting,30,Remote,26,6,5,Low,1,None,Average
EMP0721,28,Healthcare,15,Hybrid,38,8,2,Medium,4,Weekly,Good
EMP0722,49,Consulting,1,Hybrid,54,14,5,Low,1,None,Average
EMP0723,49,Manufacturing,27,Hybrid,37,13,4,Medium,5,None,Good
EMP0724,55,Finance,16,Onsite,35,10,2,Low,4,Daily,Good
EMP0725,60,IT,12,Hybrid,51,2,2,High,5,None,Good
EMP0726,45,Healthcare,12,Remote,56,12,4,Medium,3,Weekly,Poor
EMP0727,41,Healthcare,10,Remote,59,4,1,Medium,3,Weekly,Average
EMP0728,52,Manufacturing,1,Onsite,28,12,3,Low,1,Daily,Good
EMP0729,60,Finance,32,Remote,51,14,2,Medium,5,Daily,Average
EMP0730,53,Consulting,19,Onsite,45,6,1,Medium,2,Weekly,Average
EMP0731,42,Education,13,Hybrid,23,3,4,High,2,Daily,Good
EMP0732,43,Education,14,Hybrid,34,9,2,High,4,Weekly,Average
EMP0733,43,IT,11,Remote,34,9,3,Medium,3,None,Good
